location_name,year,Rate,measure_clean
High SDI,2018,389.1504668923401,DALYs
High SDI,2019,387.29868645435374,DALYs
High SDI,2020,384.9641137770197,DALYs
High SDI,2021,386.48929623823693,DALYs
High SDI,2022,398.216707562541,DALYs
High SDI,2023,396.8893457380315,DALYs
High-middle SDI,1990,484.4711788422721,DALYs
High-middle SDI,1991,485.98923619849995,DALYs
High-middle SDI,1992,483.9648083013787,DALYs
High-middle SDI,1993,485.22773719535587,DALYs
High-middle SDI,1994,485.50356794438113,DALYs
High-middle SDI,1995,487.1189994000708,DALYs
High-middle SDI,1996,489.4012735110097,DALYs
High-middle SDI,1997,483.7297485269954,DALYs
High-middle SDI,1998,483.89325354867134,DALYs
High-middle SDI,1999,488.2203594961639,DALYs
High-middle SDI,2000,489.1420643995597,DALYs
High-middle SDI,2001,486.4908750174433,DALYs
High-middle SDI,2002,474.47060455443255,DALYs
High-middle SDI,2003,458.77757354617387,DALYs
High-middle SDI,2004,443.96850196037883,DALYs
High-middle SDI,2005,431.0730938132482,DALYs
High-middle SDI,2006,424.8435367846068,DALYs
High-middle SDI,2007,420.38579498556965,DALYs
High-middle SDI,2008,413.59395749853053,DALYs
High-middle SDI,2009,409.51848307594395,DALYs
High-middle SDI,2010,406.73231552596917,DALYs
High-middle SDI,2011,400.04444500038534,DALYs
High-middle SDI,2012,396.3601083561394,DALYs
High-middle SDI,2013,395.6826071410292,DALYs
High-middle SDI,2014,398.0681704079823,DALYs
High-middle SDI,2015,402.15129553705646,DALYs
High-middle SDI,2016,405.5859450386753,DALYs
High-middle SDI,2017,408.7172418638643,DALYs
High-middle SDI,2018,409.0581013531574,DALYs
High-middle SDI,2019,411.12352884461023,DALYs
High-middle SDI,2020,417.97526223521385,DALYs
High-middle SDI,2021,438.9125575284447,DALYs
High-middle SDI,2022,446.73581824368665,DALYs
High-middle SDI,2023,460.7325916670926,DALYs
Low SDI,1990,560.4464361709813,DALYs
Low SDI,1991,571.5824935043555,DALYs
Low SDI,1992,562.3856023243109,DALYs
Low SDI,1993,557.6148785998016,DALYs
Low SDI,1994,553.2116912541818,DALYs
Low SDI,1995,544.838728710265,DALYs
Low SDI,1996,544.4507798509461,DALYs
Low SDI,1997,545.2666117235519,DALYs
Low SDI,1998,551.2789439727505,DALYs
Low SDI,1999,555.415916848226,DALYs
Low SDI,2000,556.0241388597842,DALYs
Low SDI,2001,555.6095620108923,DALYs
Low SDI,2002,552.8088655460391,DALYs
Low SDI,2003,543.3687325417716,DALYs
Low SDI,2004,536.4862037526066,DALYs
Low SDI,2005,536.0652266816699,DALYs
Low SDI,2006,538.6542522250152,DALYs
Low SDI,2007,546.4857165766496,DALYs
Low SDI,2008,552.9856464329399,DALYs
Low SDI,2009,564.4202621145819,DALYs
Low SDI,2010,577.02062277066,DALYs
Low SDI,2011,588.0366022737816,DALYs
Low SDI,2012,604.108306195227,DALYs
Low SDI,2013,636.2141842133701,DALYs
Low SDI,2014,666.0058357658447,DALYs
Low SDI,2015,694.1123123941352,DALYs
Low SDI,2016,716.5708714907739,DALYs
Low SDI,2017,747.9317992140333,DALYs
Low SDI,2018,787.7671918088713,DALYs
Low SDI,2019,827.8682749678551,DALYs
Low SDI,2020,853.8346313843717,DALYs
Low SDI,2021,930.8266575994871,DALYs
Low SDI,2022,1036.5576654892402,DALYs
Low SDI,2023,1121.515916472272,DALYs
Low-middle SDI,1990,473.9471502901627,DALYs
