location_name,year,age_name,Risk_Factor,val
China,2013,30-34 years,Tobacco use,0.132006106
China,2013,35-39 years,High BMI,0
China,2013,35-39 years,High alcohol use,0.014072569
China,2013,35-39 years,High fasting plasma glucose,0.037442648
China,2013,35-39 years,Low physical activity,0.011060886
China,2013,35-39 years,Tobacco use,0.131193662
China,2013,40-44 years,High BMI,0
China,2013,40-44 years,High alcohol use,0.016520973
China,2013,40-44 years,High fasting plasma glucose,0.044691641
China,2013,40-44 years,Low physical activity,0.0116251
China,2013,40-44 years,Tobacco use,0.135065432
China,2013,45-49 years,High BMI,0
China,2013,45-49 years,High alcohol use,0.013925812
China,2013,45-49 years,High fasting plasma glucose,0.052834634
China,2013,45-49 years,Low physical activity,0.012086849
China,2013,45-49 years,Tobacco use,0.133953934
China,2014,25-29 years,High BMI,0
China,2014,25-29 years,High alcohol use,0.011668101
China,2014,25-29 years,High fasting plasma glucose,0.022847353
China,2014,25-29 years,Low physical activity,0.012164505
China,2014,25-29 years,Tobacco use,0.130728042
China,2014,30-34 years,High BMI,0
China,2014,30-34 years,High alcohol use,0.01445702
China,2014,30-34 years,High fasting plasma glucose,0.029642604
China,2014,30-34 years,Low physical activity,0.011981672
China,2014,30-34 years,Tobacco use,0.131850965
China,2014,35-39 years,High BMI,0
China,2014,35-39 years,High alcohol use,0.014307999
China,2014,35-39 years,High fasting plasma glucose,0.037503958
China,2014,35-39 years,Low physical activity,0.011124246
China,2014,35-39 years,Tobacco use,0.131115344
China,2014,40-44 years,High BMI,0
China,2014,40-44 years,High alcohol use,0.016647684
China,2014,40-44 years,High fasting plasma glucose,0.044541693
China,2014,40-44 years,Low physical activity,0.01176221
China,2014,40-44 years,Tobacco use,0.134867215
China,2014,45-49 years,High BMI,0
China,2014,45-49 years,High alcohol use,0.014084465
China,2014,45-49 years,High fasting plasma glucose,0.052742453
China,2014,45-49 years,Low physical activity,0.012180123
China,2014,45-49 years,Tobacco use,0.133948401
China,2015,25-29 years,High BMI,0
China,2015,25-29 years,High alcohol use,0.011819729
China,2015,25-29 years,High fasting plasma glucose,0.022898971
China,2015,25-29 years,Low physical activity,0.012212374
China,2015,25-29 years,Tobacco use,0.130377835
China,2015,30-34 years,High BMI,0
China,2015,30-34 years,High alcohol use,0.014557065
China,2015,30-34 years,High fasting plasma glucose,0.029697158
China,2015,30-34 years,Low physical activity,0.012101057
China,2015,30-34 years,Tobacco use,0.131454824
China,2015,35-39 years,High BMI,0
China,2015,35-39 years,High alcohol use,0.014444991
China,2015,35-39 years,High fasting plasma glucose,0.037599504
China,2015,35-39 years,Low physical activity,0.011230843
China,2015,35-39 years,Tobacco use,0.130746584
China,2015,40-44 years,High BMI,0
China,2015,40-44 years,High alcohol use,0.016739991
China,2015,40-44 years,High fasting plasma glucose,0.044553072
China,2015,40-44 years,Low physical activity,0.011900103
China,2015,40-44 years,Tobacco use,0.134407823
China,2015,45-49 years,High BMI,0
China,2015,45-49 years,High alcohol use,0.014175333
China,2015,45-49 years,High fasting plasma glucose,0.05273041
China,2015,45-49 years,Low physical activity,0.012293494
China,2015,45-49 years,Tobacco use,0.133606343
China,2016,25-29 years,High BMI,0
China,2016,25-29 years,High alcohol use,0.011879971
China,2016,25-29 years,High fasting plasma glucose,0.022901742
China,2016,25-29 years,Low physical activity,0.012219045
China,2016,25-29 years,Tobacco use,0.129812214
China,2016,30-34 years,High BMI,0
China,2016,30-34 years,High alcohol use,0.014523407
China,2016,30-34 years,High fasting plasma glucose,0.029683094
China,2016,30-34 years,Low physical activity,0.012218108
China,2016,30-34 years,Tobacco use,0.130837555
China,2016,35-39 years,High BMI,0
China,2016,35-39 years,High alcohol use,0.014469697
China,2016,35-39 years,High fasting plasma glucose,0.037622501
China,2016,35-39 years,Low physical activity,0.011321523
China,2016,35-39 years,Tobacco use,0.130175562
China,2016,40-44 years,High BMI,0
China,2016,40-44 years,High alcohol use,0.016708003
China,2016,40-44 years,High fasting plasma glucose,0.04448931
China,2016,40-44 years,Low physical activity,0.01203362
China,2016,40-44 years,Tobacco use,0.133729732
China,2016,45-49 years,High BMI,0
China,2016,45-49 years,High alcohol use,0.014196481
China,2016,45-49 years,High fasting plasma glucose,0.052658661
China,2016,45-49 years,Low physical activity,0.012379216
China,2016,45-49 years,Tobacco use,0.13302745
China,2017,25-29 years,High BMI,0
China,2017,25-29 years,High alcohol use,0.011899573
China,2017,25-29 years,High fasting plasma glucose,0.023021697
China,2017,25-29 years,Low physical activity,0.012261983
China,2017,25-29 years,Tobacco use,0.12910838
China,2017,30-34 years,High BMI,0
China,2017,30-34 years,High alcohol use,0.014397606
China,2017,30-34 years,High fasting plasma glucose,0.029800497
China,2017,30-34 years,Low physical activity,0.01234601
China,2017,30-34 years,Tobacco use,0.130068481
China,2017,35-39 years,High BMI,0
China,2017,35-39 years,High alcohol use,0.01441155
China,2017,35-39 years,High fasting plasma glucose,0.037736415
China,2017,35-39 years,Low physical activity,0.011424941
China,2017,35-39 years,Tobacco use,0.129549048
China,2017,40-44 years,High BMI,0
China,2017,40-44 years,High alcohol use,0.016536283
China,2017,40-44 years,High fasting plasma glucose,0.04455363
China,2017,40-44 years,Low physical activity,0.012199053
China,2017,40-44 years,Tobacco use,0.132876826
China,2017,45-49 years,High BMI,0
China,2017,45-49 years,High alcohol use,0.014135201
China,2017,45-49 years,High fasting plasma glucose,0.052667357
China,2017,45-49 years,Low physical activity,0.012495614
China,2017,45-49 years,Tobacco use,0.132315992
China,2018,25-29 years,High BMI,0
China,2018,25-29 years,High alcohol use,0.011941008
China,2018,25-29 years,High fasting plasma glucose,0.023172137
China,2018,25-29 years,Low physical activity,0.012282919
China,2018,25-29 years,Tobacco use,0.128414072
China,2018,30-34 years,High BMI,0
China,2018,30-34 years,High alcohol use,0.014267987
China,2018,30-34 years,High fasting plasma glucose,0.029991875
China,2018,30-34 years,Low physical activity,0.01246242
China,2018,30-34 years,Tobacco use,0.129340977
China,2018,35-39 years,High BMI,0
China,2018,35-39 years,High alcohol use,0.014309117
China,2018,35-39 years,High fasting plasma glucose,0.037923533
China,2018,35-39 years,Low physical activity,0.011561957
China,2018,35-39 years,Tobacco use,0.128868251
China,2018,40-44 years,High BMI,0
China,2018,40-44 years,High alcohol use,0.016322462
China,2018,40-44 years,High fasting plasma glucose,0.044703102
China,2018,40-44 years,Low physical activity,0.012357651
China,2018,40-44 years,Tobacco use,0.132044562
China,2018,45-49 years,High BMI,0
China,2018,45-49 years,High alcohol use,0.014042137
China,2018,45-49 years,High fasting plasma glucose,0.052750078
China,2018,45-49 years,Low physical activity,0.012649861
China,2018,45-49 years,Tobacco use,0.131566378
China,2019,25-29 years,High BMI,0
China,2019,25-29 years,High alcohol use,0.012001936
China,2019,25-29 years,High fasting plasma glucose,0.023379459
China,2019,25-29 years,Low physical activity,0.012294861
China,2019,25-29 years,Tobacco use,0.127874112
China,2019,30-34 years,High BMI,0
China,2019,30-34 years,High alcohol use,0.014164705
China,2019,30-34 years,High fasting plasma glucose,0.030249508
China,2019,30-34 years,Low physical activity,0.012536291
China,2019,30-34 years,Tobacco use,0.128763294
China,2019,35-39 years,High BMI,0
China,2019,35-39 years,High alcohol use,0.0142163
China,2019,35-39 years,High fasting plasma glucose,0.038192652
China,2019,35-39 years,Low physical activity,0.011677946
China,2019,35-39 years,Tobacco use,0.128344777
China,2019,40-44 years,High BMI,0
China,2019,40-44 years,High alcohol use,0.016129346
China,2019,40-44 years,High fasting plasma glucose,0.045060319
China,2019,40-44 years,Low physical activity,0.012470801
China,2019,40-44 years,Tobacco use,0.131379009
China,2019,45-49 years,High BMI,0
China,2019,45-49 years,High alcohol use,0.013964521
China,2019,45-49 years,High fasting plasma glucose,0.053008612
China,2019,45-49 years,Low physical activity,0.012786981
China,2019,45-49 years,Tobacco use,0.130941352
China,2020,25-29 years,High BMI,0
China,2020,25-29 years,High alcohol use,0.012101101
China,2020,25-29 years,High fasting plasma glucose,0.023673157
China,2020,25-29 years,Low physical activity,0.012287149
China,2020,25-29 years,Tobacco use,0.127479173
China,2020,30-34 years,High BMI,0
China,2020,30-34 years,High alcohol use,0.014132922
China,2020,30-34 years,High fasting plasma glucose,0.030584534
China,2020,30-34 years,Low physical activity,0.012563483
China,2020,30-34 years,Tobacco use,0.128331929
China,2020,35-39 years,High BMI,0
China,2020,35-39 years,High alcohol use,0.014180415
China,2020,35-39 years,High fasting plasma glucose,0.038599955
China,2020,35-39 years,Low physical activity,0.011767885
China,2020,35-39 years,Tobacco use,0.127935336
China,2020,40-44 years,High BMI,0
China,2020,40-44 years,High alcohol use,0.016031123
China,2020,40-44 years,High fasting plasma glucose,0.045535678
China,2020,40-44 years,Low physical activity,0.012543136
China,2020,40-44 years,Tobacco use,0.130894099
China,2020,45-49 years,High BMI,0
China,2020,45-49 years,High alcohol use,0.013955213
China,2020,45-49 years,High fasting plasma glucose,0.053412344
China,2020,45-49 years,Low physical activity,0.012921721
China,2020,45-49 years,Tobacco use,0.130444757
China,2021,25-29 years,High BMI,0
China,2021,25-29 years,High alcohol use,0.012290908
China,2021,25-29 years,High fasting plasma glucose,0.02403401
China,2021,25-29 years,Low physical activity,0.012341262
China,2021,25-29 years,Tobacco use,0.12713703
China,2021,30-34 years,High BMI,0
China,2021,30-34 years,High alcohol use,0.014197892
China,2021,30-34 years,High fasting plasma glucose,0.030976455
China,2021,30-34 years,Low physical activity,0.01255517
China,2021,30-34 years,Tobacco use,0.128006493
China,2021,35-39 years,High BMI,0
China,2021,35-39 years,High alcohol use,0.014238855
China,2021,35-39 years,High fasting plasma glucose,0.039077686
China,2021,35-39 years,Low physical activity,0.011842604
China,2021,35-39 years,Tobacco use,0.12757666
China,2021,40-44 years,High BMI,0
China,2021,40-44 years,High alcohol use,0.016037295
China,2021,40-44 years,High fasting plasma glucose,0.04604919
China,2021,40-44 years,Low physical activity,0.012604768
China,2021,40-44 years,Tobacco use,0.130510604
China,2021,45-49 years,High BMI,0
China,2021,45-49 years,High alcohol use,0.014088862
China,2021,45-49 years,High fasting plasma glucose,0.053926356
China,2021,45-49 years,Low physical activity,0.013048626
China,2021,45-49 years,Tobacco use,0.130036822
China,2022,25-29 years,High BMI,0
China,2022,25-29 years,High alcohol use,0.012518745
China,2022,25-29 years,High fasting plasma glucose,0.024452188
China,2022,25-29 years,Low physical activity,0.012396722
China,2022,25-29 years,Tobacco use,0.126823219
China,2022,30-34 years,High BMI,0
China,2022,30-34 years,High alcohol use,0.014321281
China,2022,30-34 years,High fasting plasma glucose,0.031378057
China,2022,30-34 years,Low physical activity,0.012546764
China,2022,30-34 years,Tobacco use,0.127711524
China,2022,35-39 years,High BMI,0
China,2022,35-39 years,High alcohol use,0.014359251
China,2022,35-39 years,High fasting plasma glucose,0.039623864
China,2022,35-39 years,Low physical activity,0.011912848
China,2022,35-39 years,Tobacco use,0.127297223
China,2022,40-44 years,High BMI,0
China,2022,40-44 years,High alcohol use,0.016078493
China,2022,40-44 years,High fasting plasma glucose,0.046700226
China,2022,40-44 years,Low physical activity,0.012640034
China,2022,40-44 years,Tobacco use,0.130224498
China,2022,45-49 years,High BMI,0
China,2022,45-49 years,High alcohol use,0.014258603
China,2022,45-49 years,High fasting plasma glucose,0.054578741
China,2022,45-49 years,Low physical activity,0.01318268
China,2022,45-49 years,Tobacco use,0.129732177
China,2023,25-29 years,High BMI,0
China,2023,25-29 years,High alcohol use,0.01278197
China,2023,25-29 years,High fasting plasma glucose,0.025011343
China,2023,25-29 years,Low physical activity,0.012452162
China,2023,25-29 years,Tobacco use,0.126562943
China,2023,30-34 years,High BMI,0
China,2023,30-34 years,High alcohol use,0.014492506
China,2023,30-34 years,High fasting plasma glucose,0.032046331
China,2023,30-34 years,Low physical activity,0.012391762
China,2023,30-34 years,Tobacco use,0.127430066
China,2023,35-39 years,High BMI,0
China,2023,35-39 years,High alcohol use,0.014568366
China,2023,35-39 years,High fasting plasma glucose,0.040487655
China,2023,35-39 years,Low physical activity,0.011994053
China,2023,35-39 years,Tobacco use,0.126968429
China,2023,40-44 years,High BMI,0
China,2023,40-44 years,High alcohol use,0.016239884
China,2023,40-44 years,High fasting plasma glucose,0.047710849
China,2023,40-44 years,Low physical activity,0.012682763
China,2023,40-44 years,Tobacco use,0.129928242
China,2023,45-49 years,High BMI,0
China,2023,45-49 years,High alcohol use,0.014464701
China,2023,45-49 years,High fasting plasma glucose,0.055625895
China,2023,45-49 years,Low physical activity,0.013235712
China,2023,45-49 years,Tobacco use,0.129561462
Global,1990,25-29 years,High BMI,-0.020094785
Global,1990,25-29 years,High alcohol use,0.028720935
Global,1990,25-29 years,High fasting plasma glucose,0.023437291
Global,1990,25-29 years,Low physical activity,0.009856262
Global,1990,25-29 years,Tobacco use,0.099621597
Global,1990,30-34 years,High BMI,-0.026756394
Global,1990,30-34 years,High alcohol use,0.036337348
Global,1990,30-34 years,High fasting plasma glucose,0.026609101
Global,1990,30-34 years,Low physical activity,0.010622934
Global,1990,30-34 years,Tobacco use,0.108559847
Global,1990,35-39 years,High BMI,-0.029723001
Global,1990,35-39 years,High alcohol use,0.043469572
Global,1990,35-39 years,High fasting plasma glucose,0.032716867
Global,1990,35-39 years,Low physical activity,0.011522181
Global,1990,35-39 years,Tobacco use,0.115824589
Global,1990,40-44 years,High BMI,-0.034044349
Global,1990,40-44 years,High alcohol use,0.050363319
Global,1990,40-44 years,High fasting plasma glucose,0.037423413
Global,1990,40-44 years,Low physical activity,0.013331815
Global,1990,40-44 years,Tobacco use,0.12323928
Global,1990,45-49 years,High BMI,-0.037191609
Global,1990,45-49 years,High alcohol use,0.0541643
Global,1990,45-49 years,High fasting plasma glucose,0.044228222
Global,1990,45-49 years,Low physical activity,0.015307781
Global,1990,45-49 years,Tobacco use,0.126950277
Global,1991,25-29 years,High BMI,-0.019742933
Global,1991,25-29 years,High alcohol use,0.027437027
Global,1991,25-29 years,High fasting plasma glucose,0.02370252
Global,1991,25-29 years,Low physical activity,0.009792361
Global,1991,25-29 years,Tobacco use,0.100702019
Global,1991,30-34 years,High BMI,-0.026962506
Global,1991,30-34 years,High alcohol use,0.035673532
Global,1991,30-34 years,High fasting plasma glucose,0.02655993
Global,1991,30-34 years,Low physical activity,0.010539347
Global,1991,30-34 years,Tobacco use,0.10804923
Global,1991,35-39 years,High BMI,-0.029724676
Global,1991,35-39 years,High alcohol use,0.042411518
Global,1991,35-39 years,High fasting plasma glucose,0.032936243
Global,1991,35-39 years,Low physical activity,0.011419777
Global,1991,35-39 years,Tobacco use,0.115692217
Global,1991,40-44 years,High BMI,-0.034108511
Global,1991,40-44 years,High alcohol use,0.049504647
Global,1991,40-44 years,High fasting plasma glucose,0.03774687
Global,1991,40-44 years,Low physical activity,0.013227231
Global,1991,40-44 years,Tobacco use,0.122840105
Global,1991,45-49 years,High BMI,-0.037044017
Global,1991,45-49 years,High alcohol use,0.052867155
Global,1991,45-49 years,High fasting plasma glucose,0.044790199
Global,1991,45-49 years,Low physical activity,0.01527107
Global,1991,45-49 years,Tobacco use,0.1265336
Global,1992,25-29 years,High BMI,-0.019527295
Global,1992,25-29 years,High alcohol use,0.026606489
Global,1992,25-29 years,High fasting plasma glucose,0.023918911
Global,1992,25-29 years,Low physical activity,0.00972959
Global,1992,25-29 years,Tobacco use,0.101482585
Global,1992,30-34 years,High BMI,-0.026963264
Global,1992,30-34 years,High alcohol use,0.035165852
Global,1992,30-34 years,High fasting plasma glucose,0.026693227
Global,1992,30-34 years,Low physical activity,0.010502079
Global,1992,30-34 years,Tobacco use,0.107878755
Global,1992,35-39 years,High BMI,-0.02994413
Global,1992,35-39 years,High alcohol use,0.041958408
Global,1992,35-39 years,High fasting plasma glucose,0.0330285
Global,1992,35-39 years,Low physical activity,0.011341149
Global,1992,35-39 years,Tobacco use,0.11550666
Global,1992,40-44 years,High BMI,-0.034101692
Global,1992,40-44 years,High alcohol use,0.048521141
Global,1992,40-44 years,High fasting plasma glucose,0.03816577
Global,1992,40-44 years,Low physical activity,0.013100853
Global,1992,40-44 years,Tobacco use,0.122539016
Global,1992,45-49 years,High BMI,-0.037266294
Global,1992,45-49 years,High alcohol use,0.052565067
Global,1992,45-49 years,High fasting plasma glucose,0.045221152
Global,1992,45-49 years,Low physical activity,0.015236722
Global,1992,45-49 years,Tobacco use,0.126422721
Global,1993,25-29 years,High BMI,-0.019590428
Global,1993,25-29 years,High alcohol use,0.025944048
Global,1993,25-29 years,High fasting plasma glucose,0.023895276
Global,1993,25-29 years,Low physical activity,0.009669921
Global,1993,25-29 years,Tobacco use,0.10165169
Global,1993,30-34 years,High BMI,-0.026782788
Global,1993,30-34 years,High alcohol use,0.034278826
Global,1993,30-34 years,High fasting plasma glucose,0.026916839
Global,1993,30-34 years,Low physical activity,0.01047654
Global,1993,30-34 years,Tobacco use,0.107787992
Global,1993,35-39 years,High BMI,-0.030481372
Global,1993,35-39 years,High alcohol use,0.041679202
Global,1993,35-39 years,High fasting plasma glucose,0.032891015
Global,1993,35-39 years,Low physical activity,0.011293712
Global,1993,35-39 years,Tobacco use,0.114862898
Global,1993,40-44 years,High BMI,-0.034171115
Global,1993,40-44 years,High alcohol use,0.047595197
Global,1993,40-44 years,High fasting plasma glucose,0.038527899
Global,1993,40-44 years,Low physical activity,0.012991884
Global,1993,40-44 years,Tobacco use,0.122186823
Global,1993,45-49 years,High BMI,-0.037790319
Global,1993,45-49 years,High alcohol use,0.0525518
Global,1993,45-49 years,High fasting plasma glucose,0.045451699
Global,1993,45-49 years,Low physical activity,0.015184831
Global,1993,45-49 years,Tobacco use,0.126088104
Global,1994,25-29 years,High BMI,-0.01975208
Global,1994,25-29 years,High alcohol use,0.025551661
Global,1994,25-29 years,High fasting plasma glucose,0.023781265
Global,1994,25-29 years,Low physical activity,0.00960711
Global,1994,25-29 years,Tobacco use,0.101436329
Global,1994,30-34 years,High BMI,-0.026507223
Global,1994,30-34 years,High alcohol use,0.033379004
Global,1994,30-34 years,High fasting plasma glucose,0.027169122
Global,1994,30-34 years,Low physical activity,0.010445648
Global,1994,30-34 years,Tobacco use,0.107622985
Global,1994,35-39 years,High BMI,-0.031040726
Global,1994,35-39 years,High alcohol use,0.041672796
Global,1994,35-39 years,High fasting plasma glucose,0.032616041
Global,1994,35-39 years,Low physical activity,0.011241461
Global,1994,35-39 years,Tobacco use,0.113998707
Global,1994,40-44 years,High BMI,-0.034230269
Global,1994,40-44 years,High alcohol use,0.046670199
Global,1994,40-44 years,High fasting plasma glucose,0.038685167
Global,1994,40-44 years,Low physical activity,0.012889165
Global,1994,40-44 years,Tobacco use,0.121602639
Global,1994,45-49 years,High BMI,-0.038000981
Global,1994,45-49 years,High alcohol use,0.052056515
Global,1994,45-49 years,High fasting plasma glucose,0.045811919
Global,1994,45-49 years,Low physical activity,0.01505812
Global,1994,45-49 years,Tobacco use,0.125875745
Global,1995,25-29 years,High BMI,-0.019888199
Global,1995,25-29 years,High alcohol use,0.025341854
Global,1995,25-29 years,High fasting plasma glucose,0.023309299
Global,1995,25-29 years,Low physical activity,0.00955535
Global,1995,25-29 years,Tobacco use,0.101090487
Global,1995,30-34 years,High BMI,-0.026108184
Global,1995,30-34 years,High alcohol use,0.032372948
Global,1995,30-34 years,High fasting plasma glucose,0.027193445
Global,1995,30-34 years,Low physical activity,0.010434627
Global,1995,30-34 years,Tobacco use,0.107662101
Global,1995,35-39 years,High BMI,-0.031518986
Global,1995,35-39 years,High alcohol use,0.041470182
Global,1995,35-39 years,High fasting plasma glucose,0.032199539
Global,1995,35-39 years,Low physical activity,0.011192536
Global,1995,35-39 years,Tobacco use,0.113106844
Global,1995,40-44 years,High BMI,-0.033953115
Global,1995,40-44 years,High alcohol use,0.045527598
Global,1995,40-44 years,High fasting plasma glucose,0.038799982
Global,1995,40-44 years,Low physical activity,0.012802154
Global,1995,40-44 years,Tobacco use,0.121204611
Global,1995,45-49 years,High BMI,-0.038347442
Global,1995,45-49 years,High alcohol use,0.051875163
Global,1995,45-49 years,High fasting plasma glucose,0.045726969
Global,1995,45-49 years,Low physical activity,0.014968584
Global,1995,45-49 years,Tobacco use,0.125362705
Global,1996,25-29 years,High BMI,-0.020210984
Global,1996,25-29 years,High alcohol use,0.024884171
Global,1996,25-29 years,High fasting plasma glucose,0.02279275
Global,1996,25-29 years,Low physical activity,0.009492952
Global,1996,25-29 years,Tobacco use,0.100417356
Global,1996,30-34 years,High BMI,-0.02580441
Global,1996,30-34 years,High alcohol use,0.031189597
Global,1996,30-34 years,High fasting plasma glucose,0.027162552
Global,1996,30-34 years,Low physical activity,0.010407078
Global,1996,30-34 years,Tobacco use,0.107367363
Global,1996,35-39 years,High BMI,-0.031689682
Global,1996,35-39 years,High alcohol use,0.040685453
Global,1996,35-39 years,High fasting plasma glucose,0.031982364
Global,1996,35-39 years,Low physical activity,0.011170979
Global,1996,35-39 years,Tobacco use,0.112100443
Global,1996,40-44 years,High BMI,-0.033923197
Global,1996,40-44 years,High alcohol use,0.044435925
Global,1996,40-44 years,High fasting plasma glucose,0.038771523
Global,1996,40-44 years,Low physical activity,0.012736982
Global,1996,40-44 years,Tobacco use,0.120478505
Global,1996,45-49 years,High BMI,-0.038195411
Global,1996,45-49 years,High alcohol use,0.050749354000000003
Global,1996,45-49 years,High fasting plasma glucose,0.045834495
Global,1996,45-49 years,Low physical activity,0.014840324
Global,1996,45-49 years,Tobacco use,0.12469658
Global,1997,25-29 years,High BMI,-0.020532374
Global,1997,25-29 years,High alcohol use,0.02427559
Global,1997,25-29 years,High fasting plasma glucose,0.02227461
Global,1997,25-29 years,Low physical activity,0.009429011
Global,1997,25-29 years,Tobacco use,0.0994583
Global,1997,30-34 years,High BMI,-0.025549979
Global,1997,30-34 years,High alcohol use,0.029905933
Global,1997,30-34 years,High fasting plasma glucose,0.026961615
Global,1997,30-34 years,Low physical activity,0.01037082
Global,1997,30-34 years,Tobacco use,0.106509803
Global,1997,35-39 years,High BMI,-0.031562902
Global,1997,35-39 years,High alcohol use,0.039491624
Global,1997,35-39 years,High fasting plasma glucose,0.031929591
Global,1997,35-39 years,Low physical activity,0.011134493
Global,1997,35-39 years,Tobacco use,0.111114034
Global,1997,40-44 years,High BMI,-0.033948705
Global,1997,40-44 years,High alcohol use,0.043539152
Global,1997,40-44 years,High fasting plasma glucose,0.038652713
Global,1997,40-44 years,Low physical activity,0.012674475
Global,1997,40-44 years,Tobacco use,0.119620327
Global,1997,45-49 years,High BMI,-0.037760174
Global,1997,45-49 years,High alcohol use,0.048930996
Global,1997,45-49 years,High fasting plasma glucose,0.046037263
Global,1997,45-49 years,Low physical activity,0.014723735
Global,1997,45-49 years,Tobacco use,0.12389529
Global,1998,25-29 years,High BMI,-0.020799782
Global,1998,25-29 years,High alcohol use,0.02331429
Global,1998,25-29 years,High fasting plasma glucose,0.021842944
Global,1998,25-29 years,Low physical activity,0.00934685
Global,1998,25-29 years,Tobacco use,0.098458756
Global,1998,30-34 years,High BMI,-0.025578935
Global,1998,30-34 years,High alcohol use,0.028865194
Global,1998,30-34 years,High fasting plasma glucose,0.026702006
Global,1998,30-34 years,Low physical activity,0.010315154
Global,1998,30-34 years,Tobacco use,0.105290224
Global,1998,35-39 years,High BMI,-0.031282614
Global,1998,35-39 years,High alcohol use,0.038167408
Global,1998,35-39 years,High fasting plasma glucose,0.032044951
Global,1998,35-39 years,Low physical activity,0.011066918
Global,1998,35-39 years,Tobacco use,0.110225146
Global,1998,40-44 years,High BMI,-0.034328077
Global,1998,40-44 years,High alcohol use,0.042965976
Global,1998,40-44 years,High fasting plasma glucose,0.038396396
Global,1998,40-44 years,Low physical activity,0.012635386
Global,1998,40-44 years,Tobacco use,0.118410756
Global,1998,45-49 years,High BMI,-0.03745142
Global,1998,45-49 years,High alcohol use,0.047446703
Global,1998,45-49 years,High fasting plasma glucose,0.046156213
Global,1998,45-49 years,Low physical activity,0.01460042
Global,1998,45-49 years,Tobacco use,0.12303652
Global,1999,25-29 years,High BMI,-0.021301073
Global,1999,25-29 years,High alcohol use,0.022775982
Global,1999,25-29 years,High fasting plasma glucose,0.021325528
Global,1999,25-29 years,Low physical activity,0.009266872
Global,1999,25-29 years,Tobacco use,0.097101612
Global,1999,30-34 years,High BMI,-0.025762126
Global,1999,30-34 years,High alcohol use,0.02803996
Global,1999,30-34 years,High fasting plasma glucose,0.02633798
Global,1999,30-34 years,Low physical activity,0.010243217
Global,1999,30-34 years,Tobacco use,0.103746284
Global,1999,35-39 years,High BMI,-0.030902756
Global,1999,35-39 years,High alcohol use,0.036989029
Global,1999,35-39 years,High fasting plasma glucose,0.032133239
Global,1999,35-39 years,Low physical activity,0.011024231
Global,1999,35-39 years,Tobacco use,0.109241824
Global,1999,40-44 years,High BMI,-0.03487189
Global,1999,40-44 years,High alcohol use,0.042702551
Global,1999,40-44 years,High fasting plasma glucose,0.038033118
Global,1999,40-44 years,Low physical activity,0.012612548
Global,1999,40-44 years,Tobacco use,0.117067537
Global,1999,45-49 years,High BMI,-0.037529834
Global,1999,45-49 years,High alcohol use,0.046461149
Global,1999,45-49 years,High fasting plasma glucose,0.046159928
Global,1999,45-49 years,Low physical activity,0.014498997
Global,1999,45-49 years,Tobacco use,0.121994908
Global,2000,25-29 years,High BMI,-0.021791267
Global,2000,25-29 years,High alcohol use,0.02234777
Global,2000,25-29 years,High fasting plasma glucose,0.020885478
Global,2000,25-29 years,Low physical activity,0.009239731
Global,2000,25-29 years,Tobacco use,0.095688107
Global,2000,30-34 years,High BMI,-0.026106776
Global,2000,30-34 years,High alcohol use,0.027537169
Global,2000,30-34 years,High fasting plasma glucose,0.025928338
Global,2000,30-34 years,Low physical activity,0.010173103
Global,2000,30-34 years,Tobacco use,0.102044071
Global,2000,35-39 years,High BMI,-0.030573474
Global,2000,35-39 years,High alcohol use,0.035891858
Global,2000,35-39 years,High fasting plasma glucose,0.032146012
Global,2000,35-39 years,Low physical activity,0.01100605
Global,2000,35-39 years,Tobacco use,0.108061858
Global,2000,40-44 years,High BMI,-0.035390473
Global,2000,40-44 years,High alcohol use,0.042395989
Global,2000,40-44 years,High fasting plasma glucose,0.037712601
Global,2000,40-44 years,Low physical activity,0.012578266
Global,2000,40-44 years,Tobacco use,0.1154958
Global,2000,45-49 years,High BMI,-0.037301055
Global,2000,45-49 years,High alcohol use,0.045363449
Global,2000,45-49 years,High fasting plasma glucose,0.046189357
Global,2000,45-49 years,Low physical activity,0.014415712
Global,2000,45-49 years,Tobacco use,0.120861862
Global,2001,25-29 years,High BMI,-0.022557927
Global,2001,25-29 years,High alcohol use,0.0224467
Global,2001,25-29 years,High fasting plasma glucose,0.020509918
Global,2001,25-29 years,Low physical activity,0.009217407
Global,2001,25-29 years,Tobacco use,0.094214461
Global,2001,30-34 years,High BMI,-0.026611519
Global,2001,30-34 years,High alcohol use,0.027276847
Global,2001,30-34 years,High fasting plasma glucose,0.025602115
Global,2001,30-34 years,Low physical activity,0.010133764
Global,2001,30-34 years,Tobacco use,0.100376598
Global,2001,35-39 years,High BMI,-0.030543749
Global,2001,35-39 years,High alcohol use,0.03492773
Global,2001,35-39 years,High fasting plasma glucose,0.032176651
Global,2001,35-39 years,Low physical activity,0.011003035
Global,2001,35-39 years,Tobacco use,0.106699079
Global,2001,40-44 years,High BMI,-0.035819086
Global,2001,40-44 years,High alcohol use,0.042121374
Global,2001,40-44 years,High fasting plasma glucose,0.037630448
Global,2001,40-44 years,Low physical activity,0.01255483
Global,2001,40-44 years,Tobacco use,0.113970494
Global,2001,45-49 years,High BMI,-0.0373949
Global,2001,45-49 years,High alcohol use,0.044869325
Global,2001,45-49 years,High fasting plasma glucose,0.046207694
Global,2001,45-49 years,Low physical activity,0.014369722
Global,2001,45-49 years,Tobacco use,0.119601139
