N_bootstrap,Mean_Kendall_tau,SD_Kendall_tau,Median_Kendall_tau,Q1_Kendall_tau,Q3_Kendall_tau,Min_Kendall_tau,Max_Kendall_tau
200,0.8583333333333333,0.20446577583955328,1,0.6666666666666667,1,0,1
